todo;Appending a to-do list to a document;latex/todo/todo.pdf;
@Typesetting labels
labels;labels: Labels for envelopes;generic/midnight/labels.doc;
labels1;EnvLab: Printing Envelopes and Labels;latex/envlab/elguide.pdf;
cd;Creating CD labels (cd);latex/cd/cd.pdf;
ticket;Labels, visiting cards, pins with LaTeX (ticket);latex/ticket/manual.pdf;
@Verbatim and code printing
newvbtm;Define your own verbatim-like environment (newvbtm);latex/newvbtm/newvbtm-man.pdf;
verbatim;Extension to verbatim 1/comments (verbatim);latex/tools/verbatim.pdf;
moreverb;Extension to verbatim 2/line numbering (moreverb);latex/moreverb/moreverb.pdf;
sverb;Extension to verbatim printing 3 (sverb);latex/mdwtools/sverb.pdf;
fancyvrb;Fancy verbatim printing (fancyvrb);latex/fancyvrb/fancyvrb.pdf;line numbering, boxes, colour
lineno;Provide line numbers on paragraphs (lineno);latex/lineno/ulineno.pdf;line numbering
listings;Source code printing (listings);latex/listings/listings.pdf;fancyvrb, program
mftinc;Pretty-print Metafont source code into a Tex file (mftinc);latex/mftinc/mftinc.pdf;
@Auxiliary tools
akletter;Comprehensive letter support (akletter);latex/akletter/lettereng.pdf;
progress;Create an overview of a documents' state (progress);latex/progress/progress.pdf;
plain;Plain TeX code in LaTeX (plain);latex/carlisle/plain.sty;-2-
pagesel;Select pages for output (pagesel);latex/oberdiek/pagesel.pdf;extract
tokenizer;Split comma-separated list of strings into tokens (tokenizer);latex/tokenizer/tokenizer.pdf;
isorot;Rotate document elements (isorot);latex/isorot/rotman.pdf;
rotpages;Multiple page rotation in LaTeX;latex/rotpages/Documentation/rotpages-doc.pdf;
#count1to;Page number marks for extraction (count1to);latex/count1to/count1to.pdf;
remreset;Suppress counter reset (remreset);latex/carlisle/remreset.sty;-2-
#version;Conditionally include text (version);latex/misc209/version.sty;-2-, comment
verbatim;Comment out parts of text 1 (verbatim);latex/tools/verbatim.pdf;
comment;Comment out parts of text 2 (comment);latex/comment/comment.pdf;
fileerr;Avoid fatal file not found errors (fileerr);latex/tools/fileerr.pdf;
calc;Infix notation arithmetic in LaTeX (calc);latex/tools/calc.pdf;calculation, float arithmetic
alphalph;Convert numbers to letters (alphalph);latex/oberdiek/alphalph.pdf;
typehtml;Process HTML code (typehtml);latex/typehtml/typehtml.pdf;
texnames;Typeset names of TeX and METAFONT programs (texnames);generic/beebe/texnames.sty;-0-
MLTeX;Enable MLTeX extensions within LaTeX;latex/mltex/mltex.txt;
# calendar;The calendar package;latex/calendar/calendar.dvi;
#schedule;The schedule package;latex/schedule/schedule.pdf;
@Education
exam;Typesetting exam scripts (exam);latex/examdesign/examdesign.pdf;
flcards;Typesetting flashcards;latex/flashcards/flashcards.pdf;
@TeX on the Web
webguide;A Brief Guide to LaTeX Tools for Web Publishing;latex/webguide/webguide.pdf;web
# acrotex;AcroTeX Education Bundle;latex/webeq/webeqman_p.pdf;
hypcap;Adjusting anchors of captions (hypcap);latex/oberdiek/hypcap.pdf;web
attachfile;Attaching arbitrary files to a PDF document (attachfile);latex/attachfile/attachfile.pdf;
hyperref;Hyperlinks in LaTeX (hyperref);latex/hyperref/hyperref.pdf;HyperTeX
hyperref1;On PDF information and navigation elements;latex/hyperref/paper.pdf;
tex4ht;TeX4ht: LaTeX and TeX for Hypertext;generic/tex4ht/mn.html;web
#ppower4;PDF Presentation post processor (ppower4);latex/ppower4/manual.pdf;
pdfscreen;PDFscreen: Manual;latex/pdfscreen/manual-screen.pdf;web
pdfpages;Insertion of external PDF documents (pdfpages);latex/pdfpages/pdfpages.pdf;
@Extended Systems
latex3;LaTeX3 project;latex/base/ltx3info.pdf;extended
latex3p;LaTeX3 Programming Language;latex/expl3/expl3.pdf;
etex;e-TeX - extended TeX;etex/base/etex_man.pdf;introduction, basics, extended
#omega;Omega system: draft manual;omega/base/doc-1.8.dvi;introduction, basics, extended
cjk;Typesetting Chinese/Japanese/Korean (CJK);latex/cjk/doc/CJK.txt;
xmltex;xmltex: XML parser implemented in TeX;otherformats/xmltex/base/manual.html;
jadetex;JadeTeX;otherformats/jadetex/base/index.html;
@The TeX Live Guide
texlive1;English;texlive/texlive-en/texlive-en.pdf;tutorial
texlive2;German;texlive/texlive-de/texlive-de.pdf;tutorial
texlive3;French;texlive/texlive-fr/texlive-fr.pdf;tutorial
texlive4;Polish;texlive/texlive-pl/texlive-pl.pdf;tutorial
texlive5;Russian;texlive/texlive-ru/texlive-ru.pdf;tutorial
texlive6;Serbian;texlive/texlive-sr/texlive-sr.pdf;tutorial
texlive7;Czech/Slovak;texlive/texlive-cz/texlive-cz.pdf;tutorial
texlive8;Simplified Chinese;texlive/texlive-zh-cn/texlive-zh-cn.pdf;tutorial
@Music
musixtex;MusiXTeX: Using TeX to write music (musixtex);generic/musixtex/musixdoc.pdf;
musixlyr;MusiXTeX extension for writing lyrics (musixlyr);generic/musixtex/musixlyr/mxlyrdoc.pdf;
guitar;Typesetting guitar chords (guitar);latex/guitar/guitar.pdf;
@Compuscripts
acmconf;ACM Proceedings (acmconf);latex/acmconf/acmconf.pdf;publishing
#siggraph;ACM Siggraph (siggraph);latex/siggraph/siggraph.dvi;publishing
aastex;American Astronomical Society (aastex);latex/aastex/aasguide.pdf;
ieee;IEEE (IEEEtran);latex/IEEEtran/IEEEtran_HOWTO.pdf;publishing
ieeepes;IEEE PES Transactions;latex/ieeepes/ieeepes_doc.pdf;publishing
#ifacmtg;Elsevier Publishers (ifacmtg);latex/ifacmtg/instraut.pdf;publishing
imac;IMAC conferences;latex/imac/imac.pdf;publishing
nrc;National Research Council;latex/nrc/userguide.pdf;
kluwer;Kluwer Academic Publishers;latex/kluwer/usrman.dvi;
#mnras;Royal Astronomical Society (mnras);plain/mnras/mnguide.dvi;
#smflatex;Societe Mathematique de France;latex/smflatex/e-doc.dvi;
spie;SPIE Proceedings (spie);latex/spie/article.pdf;publishing
@Games
othello;Creating othello boards in LaTeX (othello);latex/othello/othello.tex;
crosswrd;Typesetting crossword puzzles (crosswrd);latex/crosswrd/crosswrd.pdf;
cwpuzzle;Typesetting crossword puzzles (cwpuzzle);latex/crossword/cwpuzzle.pdf;
psgo;Games: Typesetting Go Diagrams (psgo);latex/psgo/psgomanual.pdf;
skak;Games: Typesetting Chess (skak);latex/skak/skakdoc.ps;
@Miscellaneous
isov2;Typesetting ISO standards (isov2);latex/iso/isoman.pdf;
cv;Creating a curriculum vitae (cv);latex/curve/curve.pdf;
preprint;Preprint Collection of packages;latex/preprint/README;
#morse;The morse package;latex/morse/morsedoc.dvi;
rcs;RCS supplied data in LaTeX documents (rcs);latex/rcs/rcs-user.pdf;
sffms;Science fiction/fantasy publishing (sffms);latex/sffms/sffms_manual.pdf;
formular;Typesetting forms (formular);latex/formular/formular.pdf;
diagnose;Test references to external packages;latex/diagnose/diagnose.pdf;
siunits;Support for the International System of Units (siunits);latex/SIunits/SIunits.pdf;
euro1;Conversion of currency units (euro);latex/euro/euro.pdf;
